id,data_pedido,cliente,produto,categoria,vendedor,regiao,qtd,valor_unitario,valor_total,status,prazo_dias,entrega_dias
617,2024-03-06,Cliente E,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sul,5,890.26,4451.29,Entregue,9,8
1159,2024-03-06,Cliente G,Cadeira Ergonômica,Mobiliário,Bruno Costa,Nordeste,4,859.56,3438.26,Entregue,6,10
704,2024-03-06,Cliente L,SSD 1TB,Eletrônicos,Carlos Lima,Norte,4,449.03,1796.11,Em trânsito,6,
722,2024-03-07,Cliente K,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sul,5,887.92,4439.58,Entregue,5,10
882,2024-03-07,Cliente J,Notebook Pro,Eletrônicos,Carlos Lima,Sudeste,5,3361.96,16809.79,Entregue,3,4
237,2024-03-08,Cliente Q,Cadeira Ergonômica,Mobiliário,Ana Silva,Norte,3,973.81,2921.44,Cancelado,11,
4,2024-03-08,Cliente H,"Monitor 27""",Eletrônicos,Carlos Lima,Sudeste,3,1105.39,3316.17,Cancelado,7,
460,2024-03-08,Cliente E,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,2,1090.18,2180.37,Entregue,7,5
58,2024-03-08,Cliente L,Teclado Mecânico,Periféricos,Ana Silva,Norte,4,266.83,1067.32,Entregue,10,8
73,2024-03-08,Cliente L,SSD 1TB,Eletrônicos,Bruno Costa,Sudeste,2,406.05,812.1,Em trânsito,13,
280,2024-03-09,Cliente L,Webcam HD,Periféricos,Ana Silva,Sul,1,201.64,201.64,Entregue,12,11
489,2024-03-09,Cliente A,Notebook Pro,Eletrônicos,Eduardo Rocha,Sul,4,3309.06,13236.22,Em trânsito,5,
15,2024-03-09,Cliente E,Webcam HD,Periféricos,Carlos Lima,Centro-Oeste,3,203.54,610.61,Entregue,8,10
242,2024-03-09,Cliente D,Mesa Standing,Mobiliário,Bruno Costa,Centro-Oeste,1,1538.58,1538.58,Cancelado,11,
791,2024-03-10,Cliente G,Headset Gamer,Periféricos,Ana Silva,Sudeste,1,338.42,338.42,Em trânsito,10,
219,2024-03-10,Cliente N,Cadeira Ergonômica,Mobiliário,Diana Santos,Nordeste,4,809.6,3238.4,Entregue,11,9
1059,2024-03-10,Cliente T,Mesa Standing,Mobiliário,Diana Santos,Sudeste,1,1401.6,1401.6,Entregue,11,11
389,2024-03-10,Cliente D,SSD 1TB,Eletrônicos,Carlos Lima,Sul,3,406.14,1218.43,Cancelado,12,
880,2024-03-10,Cliente T,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,1,1017.66,1017.66,Entregue,11,15
614,2024-03-10,Cliente A,SSD 1TB,Eletrônicos,Ana Silva,Centro-Oeste,4,408.78,1635.11,Entregue,13,15
1179,2024-03-11,Cliente M,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Sul,2,964.56,1929.12,Entregue,12,14
646,2024-03-11,Cliente T,Headset Gamer,Periféricos,Diana Santos,Nordeste,5,342.88,1714.41,Entregue,14,12
1060,2024-03-11,Cliente L,Headset Gamer,Periféricos,Eduardo Rocha,Norte,4,345.76,1383.02,Entregue,7,9
1029,2024-03-12,Cliente J,Mesa Standing,Mobiliário,Carlos Lima,Centro-Oeste,3,1370.9,4112.69,Em trânsito,10,
687,2024-03-12,Cliente J,Headset Gamer,Periféricos,Ana Silva,Centro-Oeste,5,350.3,1751.52,Entregue,4,8
46,2024-03-12,Cliente B,Webcam HD,Periféricos,Carlos Lima,Centro-Oeste,1,193.84,193.84,Entregue,4,3
453,2024-03-12,Cliente R,Headset Gamer,Periféricos,Eduardo Rocha,Nordeste,4,336.25,1345.01,Cancelado,5,
39,2024-03-13,Cliente C,Teclado Mecânico,Periféricos,Diana Santos,Centro-Oeste,5,274.34,1371.7,Entregue,10,12
10,2024-03-13,Cliente K,Notebook Pro,Eletrônicos,Bruno Costa,Centro-Oeste,4,3030.44,12121.77,Entregue,11,15
410,2024-03-13,Cliente T,Notebook Pro,Eletrônicos,Diana Santos,Norte,3,2990.49,8971.46,Cancelado,9,
332,2024-03-13,Cliente C,SSD 1TB,Eletrônicos,Bruno Costa,Centro-Oeste,3,426.01,1278.04,Entregue,6,10
1061,2024-03-13,Cliente Q,SSD 1TB,Eletrônicos,Ana Silva,Centro-Oeste,1,399.22,399.22,Entregue,10,9
1128,2024-03-14,Cliente A,Cadeira Ergonômica,Mobiliário,Carlos Lima,Sudeste,1,879.2,879.2,Entregue,4,9
868,2024-03-14,Cliente B,Teclado Mecânico,Periféricos,Carlos Lima,Sudeste,5,283.78,1418.9,Em trânsito,8,
291,2024-03-14,Cliente I,Headset Gamer,Periféricos,Diana Santos,Nordeste,2,348.37,696.74,Cancelado,8,
1053,2024-03-15,Cliente D,Cadeira Ergonômica,Mobiliário,Ana Silva,Centro-Oeste,3,903.54,2710.62,Em trânsito,11,
997,2024-03-15,Cliente S,"Monitor 27""",Eletrônicos,Diana Santos,Norte,2,1118.52,2237.04,Entregue,11,12
922,2024-03-15,Cliente L,Notebook Pro,Eletrônicos,Eduardo Rocha,Norte,5,3050.92,15254.62,Entregue,11,12
973,2024-03-16,Cliente I,Notebook Pro,Eletrônicos,Eduardo Rocha,Norte,1,3198.06,3198.06,Entregue,14,16
17,2024-03-16,Cliente R,Notebook Pro,Eletrônicos,Ana Silva,Nordeste,4,3344.78,13379.1,Em trânsito,13,
622,2024-03-17,Cliente N,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Sudeste,5,891.05,4455.25,Entregue,7,9
150,2024-03-17,Cliente K,Webcam HD,Periféricos,Eduardo Rocha,Sudeste,4,175.7,702.81,Entregue,3,6
251,2024-03-17,Cliente P,Headset Gamer,Periféricos,Ana Silva,Centro-Oeste,3,333.24,999.73,Entregue,14,19
137,2024-03-17,Cliente H,Teclado Mecânico,Periféricos,Bruno Costa,Sudeste,4,270.14,1080.55,Entregue,11,15
544,2024-03-17,Cliente M,SSD 1TB,Eletrônicos,Carlos Lima,Sul,3,406.97,1220.9,Entregue,3,7
966,2024-03-18,Cliente H,Mesa Standing,Mobiliário,Eduardo Rocha,Sul,3,1417.44,4252.33,Em trânsito,6,
800,2024-03-18,Cliente Q,Webcam HD,Periféricos,Bruno Costa,Nordeste,5,192.92,964.6,Cancelado,10,
162,2024-03-18,Cliente R,Teclado Mecânico,Periféricos,Carlos Lima,Centro-Oeste,4,285.56,1142.25,Cancelado,14,
508,2024-03-18,Cliente T,Headset Gamer,Periféricos,Diana Santos,Nordeste,5,300.62,1503.08,Entregue,10,12
235,2024-03-18,Cliente L,Mesa Standing,Mobiliário,Diana Santos,Nordeste,2,1563.06,3126.12,Em trânsito,4,
708,2024-03-18,Cliente O,Cadeira Ergonômica,Mobiliário,Ana Silva,Sudeste,3,804.1,2412.29,Entregue,14,18
1130,2024-03-18,Cliente J,Teclado Mecânico,Periféricos,Carlos Lima,Centro-Oeste,3,282.84,848.52,Cancelado,11,
611,2024-03-18,Cliente I,Mesa Standing,Mobiliário,Diana Santos,Sul,1,1525.89,1525.89,Cancelado,9,
847,2024-03-18,Cliente H,SSD 1TB,Eletrônicos,Diana Santos,Centro-Oeste,4,378.24,1512.96,Entregue,11,10
918,2024-03-19,Cliente B,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sudeste,2,1079.38,2158.76,Entregue,11,13
249,2024-03-19,Cliente R,Mesa Standing,Mobiliário,Carlos Lima,Nordeste,1,1513.27,1513.27,Em trânsito,14,
571,2024-03-20,Cliente T,Cadeira Ergonômica,Mobiliário,Ana Silva,Nordeste,2,930.48,1860.95,Em trânsito,7,
365,2024-03-20,Cliente N,Headset Gamer,Periféricos,Diana Santos,Norte,5,338.47,1692.35,Entregue,3,6
700,2024-03-20,Cliente E,Mesa Standing,Mobiliário,Ana Silva,Sul,1,1470.96,1470.96,Entregue,14,14
427,2024-03-20,Cliente R,"Monitor 27""",Eletrônicos,Eduardo Rocha,Centro-Oeste,2,1144.78,2289.55,Em trânsito,3,
1098,2024-03-20,Cliente E,Mesa Standing,Mobiliário,Eduardo Rocha,Sul,4,1422.76,5691.02,Cancelado,4,
790,2024-03-21,Cliente M,Mesa Standing,Mobiliário,Eduardo Rocha,Sudeste,1,1567.41,1567.41,Entregue,12,15
1035,2024-03-21,Cliente E,Notebook Pro,Eletrônicos,Carlos Lima,Norte,1,3508.42,3508.42,Entregue,6,7
947,2024-03-21,Cliente F,Teclado Mecânico,Periféricos,Diana Santos,Norte,2,295.68,591.36,Cancelado,11,
394,2024-03-21,Cliente O,SSD 1TB,Eletrônicos,Bruno Costa,Sudeste,1,436.34,436.34,Entregue,13,11
728,2024-03-22,Cliente T,"Monitor 27""",Eletrônicos,Bruno Costa,Norte,3,1060.91,3182.74,Em trânsito,13,
330,2024-03-22,Cliente N,Headset Gamer,Periféricos,Carlos Lima,Sul,4,343.47,1373.86,Em trânsito,10,
501,2024-03-23,Cliente I,Teclado Mecânico,Periféricos,Carlos Lima,Sul,1,266.93,266.93,Em trânsito,9,
894,2024-03-23,Cliente P,Webcam HD,Periféricos,Carlos Lima,Nordeste,3,176.69,530.07,Entregue,10,9
1191,2024-03-24,Cliente K,Headset Gamer,Periféricos,Eduardo Rocha,Centro-Oeste,2,350.54,701.08,Entregue,11,12
70,2024-03-24,Cliente G,Teclado Mecânico,Periféricos,Carlos Lima,Sudeste,5,267.86,1339.28,Entregue,7,9
528,2024-03-25,Cliente O,Cadeira Ergonômica,Mobiliário,Diana Santos,Norte,2,875.29,1750.58,Entregue,14,13
821,2024-03-25,Cliente G,SSD 1TB,Eletrônicos,Ana Silva,Norte,5,442.45,2212.23,Entregue,13,16
356,2024-03-25,Cliente K,SSD 1TB,Eletrônicos,Carlos Lima,Sudeste,4,448.01,1792.04,Entregue,5,10
426,2024-03-25,Cliente J,Notebook Pro,Eletrônicos,Diana Santos,Sul,1,3304.38,3304.38,Em trânsito,12,
953,2024-03-26,Cliente F,Teclado Mecânico,Periféricos,Carlos Lima,Norte,1,299.74,299.74,Cancelado,13,
142,2024-03-26,Cliente D,Notebook Pro,Eletrônicos,Ana Silva,Centro-Oeste,3,2959.02,8877.07,Entregue,13,18
153,2024-03-26,Cliente T,"Monitor 27""",Eletrônicos,Carlos Lima,Nordeste,2,1147.99,2295.99,Entregue,8,10
1067,2024-03-26,Cliente N,Headset Gamer,Periféricos,Bruno Costa,Centro-Oeste,1,321.2,321.2,Em trânsito,14,
671,2024-03-26,Cliente T,Mesa Standing,Mobiliário,Diana Santos,Sul,2,1422.17,2844.34,Entregue,3,2
1088,2024-03-26,Cliente H,Webcam HD,Periféricos,Bruno Costa,Sudeste,2,185.01,370.02,Cancelado,5,
1160,2024-03-26,Cliente B,Headset Gamer,Periféricos,Diana Santos,Sul,2,292.8,585.6,Em trânsito,6,
963,2024-03-27,Cliente R,Mesa Standing,Mobiliário,Eduardo Rocha,Centro-Oeste,1,1531.21,1531.21,Entregue,7,12
380,2024-03-27,Cliente K,"Monitor 27""",Eletrônicos,Eduardo Rocha,Nordeste,2,1209.15,2418.3,Cancelado,4,
1002,2024-03-27,Cliente A,Teclado Mecânico,Periféricos,Bruno Costa,Sudeste,4,281.93,1127.71,Em trânsito,7,
439,2024-03-28,Cliente S,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sul,5,823.45,4117.23,Em trânsito,4,
934,2024-03-28,Cliente S,Teclado Mecânico,Periféricos,Bruno Costa,Sul,4,253.63,1014.5,Entregue,4,4
134,2024-03-28,Cliente K,Webcam HD,Periféricos,Bruno Costa,Nordeste,2,196.82,393.63,Em trânsito,14,
1092,2024-03-28,Cliente K,Cadeira Ergonômica,Mobiliário,Bruno Costa,Nordeste,5,855.99,4279.97,Cancelado,9,
857,2024-03-28,Cliente O,Notebook Pro,Eletrônicos,Diana Santos,Sudeste,2,3037.58,6075.16,Entregue,10,12
805,2024-03-29,Cliente N,Notebook Pro,Eletrônicos,Ana Silva,Centro-Oeste,4,2896.78,11587.13,Entregue,3,4
549,2024-03-29,Cliente Q,Teclado Mecânico,Periféricos,Bruno Costa,Nordeste,3,302.0,906.0,Entregue,7,6
917,2024-03-29,Cliente H,SSD 1TB,Eletrônicos,Carlos Lima,Nordeste,4,432.37,1729.48,Entregue,14,12
767,2024-03-29,Cliente F,"Monitor 27""",Eletrônicos,Diana Santos,Sudeste,3,1195.2,3585.59,Entregue,7,5
285,2024-03-29,Cliente L,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sudeste,2,962.83,1925.67,Em trânsito,14,
557,2024-03-30,Cliente S,Teclado Mecânico,Periféricos,Eduardo Rocha,Sul,5,295.81,1479.06,Cancelado,12,
538,2024-03-30,Cliente P,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sul,3,1107.1,3321.3,Entregue,6,10
1075,2024-03-30,Cliente A,Cadeira Ergonômica,Mobiliário,Diana Santos,Sudeste,2,854.56,1709.12,Cancelado,3,
481,2024-03-30,Cliente J,Headset Gamer,Periféricos,Carlos Lima,Nordeste,3,300.81,902.42,Cancelado,5,
483,2024-03-30,Cliente L,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Sudeste,2,866.85,1733.7,Entregue,8,6
765,2024-03-30,Cliente O,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Sudeste,4,958.11,3832.45,Entregue,4,2
450,2024-03-31,Cliente Q,Notebook Pro,Eletrônicos,Carlos Lima,Sudeste,1,3265.04,3265.04,Entregue,3,6
596,2024-04-01,Cliente S,SSD 1TB,Eletrônicos,Bruno Costa,Nordeste,4,441.68,1766.73,Entregue,3,1
286,2024-04-01,Cliente P,Webcam HD,Periféricos,Diana Santos,Norte,2,196.33,392.65,Entregue,14,15
1125,2024-04-01,Cliente C,SSD 1TB,Eletrônicos,Ana Silva,Norte,2,381.82,763.64,Entregue,12,16
1119,2024-04-01,Cliente G,Headset Gamer,Periféricos,Eduardo Rocha,Norte,3,292.97,878.9,Cancelado,9,
226,2024-04-02,Cliente N,Notebook Pro,Eletrônicos,Carlos Lima,Sul,4,3338.91,13355.65,Entregue,11,16
44,2024-04-02,Cliente G,Notebook Pro,Eletrônicos,Bruno Costa,Nordeste,4,2898.63,11594.53,Entregue,6,4
53,2024-04-02,Cliente G,Headset Gamer,Periféricos,Carlos Lima,Centro-Oeste,5,291.42,1457.12,Entregue,13,11
221,2024-04-03,Cliente A,"Monitor 27""",Eletrônicos,Diana Santos,Sudeste,3,1196.64,3589.91,Entregue,4,4
443,2024-04-03,Cliente G,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sul,2,1006.98,2013.97,Entregue,12,11
1086,2024-04-03,Cliente T,Notebook Pro,Eletrônicos,Eduardo Rocha,Sudeste,1,2983.88,2983.88,Entregue,4,9
290,2024-04-03,Cliente E,Notebook Pro,Eletrônicos,Bruno Costa,Sudeste,2,3350.57,6701.13,Entregue,12,10
256,2024-04-04,Cliente L,Notebook Pro,Eletrônicos,Bruno Costa,Nordeste,5,3374.61,16873.07,Entregue,6,7
1006,2024-04-04,Cliente H,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,4,833.75,3335.02,Entregue,4,2
1049,2024-04-04,Cliente P,Teclado Mecânico,Periféricos,Carlos Lima,Sul,3,272.15,816.46,Entregue,8,11
1005,2024-04-05,Cliente L,Webcam HD,Periféricos,Carlos Lima,Sul,1,187.21,187.21,Entregue,9,7
174,2024-04-05,Cliente R,Teclado Mecânico,Periféricos,Diana Santos,Centro-Oeste,3,283.33,849.98,Em trânsito,9,
244,2024-04-05,Cliente O,SSD 1TB,Eletrônicos,Bruno Costa,Norte,5,446.71,2233.54,Entregue,8,7
1178,2024-04-06,Cliente N,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,1,1107.46,1107.46,Entregue,10,15
576,2024-04-06,Cliente N,SSD 1TB,Eletrônicos,Diana Santos,Centro-Oeste,5,411.69,2058.45,Cancelado,6,
339,2024-04-06,Cliente F,"Monitor 27""",Eletrônicos,Carlos Lima,Centro-Oeste,3,1112.56,3337.69,Entregue,8,9
834,2024-04-06,Cliente Q,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Centro-Oeste,1,976.21,976.21,Entregue,9,13
1164,2024-04-07,Cliente D,SSD 1TB,Eletrônicos,Carlos Lima,Nordeste,1,452.39,452.39,Entregue,11,16
573,2024-04-10,Cliente C,Webcam HD,Periféricos,Carlos Lima,Centro-Oeste,1,187.7,187.7,Cancelado,11,
110,2024-04-10,Cliente A,"Monitor 27""",Eletrônicos,Bruno Costa,Centro-Oeste,1,1122.84,1122.84,Entregue,10,9
195,2024-04-10,Cliente H,Headset Gamer,Periféricos,Eduardo Rocha,Sul,4,333.76,1335.04,Entregue,4,2
789,2024-04-10,Cliente I,Mesa Standing,Mobiliário,Bruno Costa,Centro-Oeste,5,1456.0,7280.01,Em trânsito,6,
686,2024-04-11,Cliente R,Webcam HD,Periféricos,Ana Silva,Norte,2,199.82,399.64,Em trânsito,6,
560,2024-04-11,Cliente H,SSD 1TB,Eletrônicos,Diana Santos,Sudeste,1,444.95,444.95,Entregue,3,2
1152,2024-04-12,Cliente N,Headset Gamer,Periféricos,Bruno Costa,Sul,3,350.1,1050.29,Cancelado,4,
968,2024-04-12,Cliente A,Mesa Standing,Mobiliário,Ana Silva,Centro-Oeste,2,1389.89,2779.78,Entregue,5,9
366,2024-04-12,Cliente A,Mesa Standing,Mobiliário,Ana Silva,Centro-Oeste,2,1458.89,2917.79,Cancelado,9,
485,2024-04-12,Cliente N,Headset Gamer,Periféricos,Diana Santos,Nordeste,1,311.83,311.83,Entregue,7,12
282,2024-04-12,Cliente E,Webcam HD,Periféricos,Carlos Lima,Centro-Oeste,2,202.72,405.44,Entregue,10,12
511,2024-04-13,Cliente L,Mesa Standing,Mobiliário,Bruno Costa,Nordeste,4,1497.37,5989.48,Entregue,13,15
1043,2024-04-13,Cliente H,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,4,1105.81,4423.25,Entregue,8,13
6,2024-04-13,Cliente G,"Monitor 27""",Eletrônicos,Bruno Costa,Nordeste,1,1085.93,1085.93,Entregue,14,19
1134,2024-04-13,Cliente F,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sudeste,5,934.92,4674.61,Entregue,12,14
331,2024-04-13,Cliente N,"Monitor 27""",Eletrônicos,Eduardo Rocha,Norte,4,1049.94,4199.77,Entregue,5,9
522,2024-04-13,Cliente K,Notebook Pro,Eletrônicos,Carlos Lima,Centro-Oeste,3,3101.68,9305.03,Entregue,6,5
979,2024-04-14,Cliente S,Webcam HD,Periféricos,Diana Santos,Centro-Oeste,3,180.68,542.04,Entregue,9,14
289,2024-04-14,Cliente S,Cadeira Ergonômica,Mobiliário,Carlos Lima,Sudeste,3,942.49,2827.47,Entregue,5,8
402,2024-04-14,Cliente D,Cadeira Ergonômica,Mobiliário,Diana Santos,Nordeste,4,948.22,3792.88,Entregue,8,8
588,2024-04-14,Cliente D,Cadeira Ergonômica,Mobiliário,Ana Silva,Sul,4,889.3,3557.21,Entregue,8,8
1083,2024-04-15,Cliente G,Teclado Mecânico,Periféricos,Eduardo Rocha,Nordeste,1,264.13,264.13,Entregue,7,8
234,2024-04-15,Cliente I,Teclado Mecânico,Periféricos,Carlos Lima,Centro-Oeste,5,269.08,1345.42,Entregue,13,12
131,2024-04-15,Cliente G,SSD 1TB,Eletrônicos,Diana Santos,Nordeste,5,458.88,2294.41,Em trânsito,10,
984,2024-04-15,Cliente E,"Monitor 27""",Eletrônicos,Bruno Costa,Sudeste,5,1040.21,5201.04,Entregue,14,19
1100,2024-04-16,Cliente I,"Monitor 27""",Eletrônicos,Bruno Costa,Nordeste,1,996.1,996.1,Entregue,4,5
543,2024-04-16,Cliente D,Headset Gamer,Periféricos,Eduardo Rocha,Norte,2,314.86,629.73,Cancelado,11,
122,2024-04-16,Cliente C,Webcam HD,Periféricos,Ana Silva,Nordeste,4,180.67,722.67,Cancelado,9,
1192,2024-04-16,Cliente A,Headset Gamer,Periféricos,Carlos Lima,Sudeste,2,315.7,631.39,Entregue,8,12
908,2024-04-16,Cliente R,Notebook Pro,Eletrônicos,Bruno Costa,Centro-Oeste,5,3173.56,15867.82,Entregue,10,15
875,2024-04-16,Cliente P,Teclado Mecânico,Periféricos,Carlos Lima,Sul,4,305.23,1220.91,Cancelado,7,
486,2024-04-17,Cliente O,"Monitor 27""",Eletrônicos,Bruno Costa,Sudeste,2,1046.39,2092.77,Cancelado,9,
79,2024-04-17,Cliente K,Teclado Mecânico,Periféricos,Ana Silva,Centro-Oeste,5,288.84,1444.21,Entregue,14,15
662,2024-04-17,Cliente I,Webcam HD,Periféricos,Diana Santos,Sul,5,179.02,895.1,Cancelado,12,
985,2024-04-17,Cliente H,Headset Gamer,Periféricos,Ana Silva,Sudeste,4,339.14,1356.54,Entregue,11,12
123,2024-04-20,Cliente O,Notebook Pro,Eletrônicos,Carlos Lima,Centro-Oeste,1,3047.42,3047.42,Entregue,3,8
83,2024-04-20,Cliente C,Webcam HD,Periféricos,Diana Santos,Nordeste,5,199.76,998.82,Em trânsito,12,
352,2024-04-21,Cliente J,"Monitor 27""",Eletrônicos,Bruno Costa,Norte,5,1059.52,5297.62,Em trânsito,7,
730,2024-04-21,Cliente S,Cadeira Ergonômica,Mobiliário,Diana Santos,Centro-Oeste,2,835.53,1671.05,Cancelado,10,
809,2024-04-22,Cliente L,Notebook Pro,Eletrônicos,Carlos Lima,Nordeste,1,3111.27,3111.27,Entregue,14,16
499,2024-04-22,Cliente T,Teclado Mecânico,Periféricos,Eduardo Rocha,Sul,2,293.35,586.69,Entregue,11,14
28,2024-04-22,Cliente T,Teclado Mecânico,Periféricos,Carlos Lima,Sudeste,4,260.58,1042.3,Entregue,3,3
406,2024-04-22,Cliente E,Notebook Pro,Eletrônicos,Carlos Lima,Centro-Oeste,2,2909.33,5818.67,Cancelado,4,
945,2024-04-22,Cliente A,Teclado Mecânico,Periféricos,Ana Silva,Sudeste,1,264.91,264.91,Entregue,13,13
644,2024-04-22,Cliente G,Cadeira Ergonômica,Mobiliário,Carlos Lima,Sudeste,5,911.37,4556.87,Entregue,13,13
932,2024-04-22,Cliente G,Teclado Mecânico,Periféricos,Diana Santos,Sudeste,2,261.41,522.83,Cancelado,6,
415,2024-04-23,Cliente T,Teclado Mecânico,Periféricos,Bruno Costa,Sudeste,2,305.61,611.22,Entregue,4,9
693,2024-04-24,Cliente R,Notebook Pro,Eletrônicos,Bruno Costa,Norte,3,2938.36,8815.09,Entregue,14,14
423,2024-04-24,Cliente K,Teclado Mecânico,Periféricos,Diana Santos,Sudeste,2,288.49,576.98,Entregue,5,7
1190,2024-04-25,Cliente H,"Monitor 27""",Eletrônicos,Diana Santos,Sudeste,2,1182.26,2364.52,Cancelado,10,
750,2024-04-25,Cliente F,Notebook Pro,Eletrônicos,Ana Silva,Sul,3,3149.73,9449.2,Em trânsito,12,
642,2024-04-25,Cliente G,Notebook Pro,Eletrônicos,Bruno Costa,Sul,1,3382.52,3382.52,Cancelado,13,
577,2024-04-26,Cliente F,Headset Gamer,Periféricos,Ana Silva,Norte,5,332.05,1660.26,Entregue,13,13
168,2024-04-26,Cliente M,Headset Gamer,Periféricos,Carlos Lima,Sul,4,305.77,1223.06,Entregue,7,6
537,2024-04-26,Cliente O,Teclado Mecânico,Periféricos,Eduardo Rocha,Norte,2,291.15,582.3,Entregue,5,7
164,2024-04-27,Cliente M,Notebook Pro,Eletrônicos,Ana Silva,Sudeste,2,3170.88,6341.76,Em trânsito,14,
539,2024-04-27,Cliente A,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sudeste,3,1047.02,3141.05,Entregue,7,10
904,2024-04-27,Cliente P,Teclado Mecânico,Periféricos,Carlos Lima,Centro-Oeste,1,302.85,302.85,Cancelado,6,
454,2024-04-28,Cliente H,Mesa Standing,Mobiliário,Diana Santos,Sudeste,1,1482.01,1482.01,Entregue,13,18
432,2024-04-28,Cliente E,Cadeira Ergonômica,Mobiliário,Carlos Lima,Nordeste,5,871.03,4355.13,Em trânsito,6,
632,2024-04-29,Cliente D,Headset Gamer,Periféricos,Diana Santos,Nordeste,3,340.25,1020.76,Em trânsito,3,
638,2024-04-29,Cliente H,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Norte,1,827.41,827.41,Em trânsito,12,
431,2024-04-29,Cliente A,Mesa Standing,Mobiliário,Carlos Lima,Nordeste,3,1445.23,4335.68,Entregue,11,14
72,2024-04-29,Cliente E,SSD 1TB,Eletrônicos,Carlos Lima,Sul,1,447.91,447.91,Cancelado,3,
1158,2024-04-30,Cliente P,SSD 1TB,Eletrônicos,Diana Santos,Norte,1,379.88,379.88,Em trânsito,3,
735,2024-04-30,Cliente S,Teclado Mecânico,Periféricos,Ana Silva,Sul,2,266.91,533.82,Entregue,8,7
570,2024-04-30,Cliente F,"Monitor 27""",Eletrônicos,Bruno Costa,Nordeste,4,1060.89,4243.57,Entregue,9,14
714,2024-04-30,Cliente N,Notebook Pro,Eletrônicos,Eduardo Rocha,Sudeste,4,3436.62,13746.49,Entregue,9,11
725,2024-05-01,Cliente I,Notebook Pro,Eletrônicos,Ana Silva,Centro-Oeste,5,3039.96,15199.82,Entregue,13,16
1120,2024-05-01,Cliente H,Notebook Pro,Eletrônicos,Ana Silva,Sudeste,1,3251.63,3251.63,Entregue,7,10
149,2024-05-01,Cliente M,Mesa Standing,Mobiliário,Diana Santos,Norte,1,1360.61,1360.61,Em trânsito,4,
271,2024-05-01,Cliente I,Teclado Mecânico,Periféricos,Bruno Costa,Nordeste,2,298.3,596.6,Entregue,12,15
877,2024-05-01,Cliente P,Teclado Mecânico,Periféricos,Bruno Costa,Centro-Oeste,5,290.54,1452.72,Em trânsito,12,
806,2024-05-01,Cliente P,Webcam HD,Periféricos,Carlos Lima,Norte,1,177.9,177.9,Entregue,11,15
252,2024-05-02,Cliente T,Teclado Mecânico,Periféricos,Carlos Lima,Norte,3,285.55,856.66,Entregue,3,1
898,2024-05-02,Cliente H,Mesa Standing,Mobiliário,Ana Silva,Sul,3,1324.11,3972.32,Entregue,6,6
469,2024-05-02,Cliente O,Webcam HD,Periféricos,Carlos Lima,Centro-Oeste,1,208.37,208.37,Em trânsito,6,
771,2024-05-02,Cliente H,Webcam HD,Periféricos,Ana Silva,Sudeste,4,189.31,757.24,Em trânsito,12,
64,2024-05-03,Cliente C,Webcam HD,Periféricos,Carlos Lima,Sul,3,180.38,541.14,Entregue,8,6
1168,2024-05-03,Cliente K,"Monitor 27""",Eletrônicos,Diana Santos,Sul,4,1199.95,4799.8,Cancelado,6,
417,2024-05-04,Cliente E,Webcam HD,Periféricos,Bruno Costa,Sudeste,1,203.34,203.34,Entregue,3,4
738,2024-05-04,Cliente K,Mesa Standing,Mobiliário,Bruno Costa,Norte,3,1481.42,4444.27,Entregue,10,8
740,2024-05-04,Cliente F,Headset Gamer,Periféricos,Bruno Costa,Nordeste,5,326.64,1633.18,Entregue,5,8
338,2024-05-04,Cliente F,"Monitor 27""",Eletrônicos,Bruno Costa,Sul,5,1031.51,5157.55,Entregue,14,18
1180,2024-05-04,Cliente A,Headset Gamer,Periféricos,Carlos Lima,Nordeste,2,335.1,670.21,Entregue,13,16
85,2024-05-04,Cliente E,Webcam HD,Periféricos,Bruno Costa,Norte,5,202.23,1011.15,Entregue,8,12
245,2024-05-05,Cliente D,Webcam HD,Periféricos,Carlos Lima,Nordeste,1,173.25,173.25,Em trânsito,9,
232,2024-05-06,Cliente M,"Monitor 27""",Eletrônicos,Carlos Lima,Sul,1,1097.89,1097.89,Entregue,4,3
320,2024-05-06,Cliente A,Cadeira Ergonômica,Mobiliário,Diana Santos,Sudeste,3,893.65,2680.96,Entregue,9,14
